,v,v_err,i,i_err,vi,vi_err,x,y,Vbin,Ibin
1148,18.281,0.024,17.715,0.018,0.566,0.03,3950.042,1365.504,69,69
1149,18.339,0.006,17.775,0.008,0.564,0.01,3961.402,1790.434,67,67
1150,18.281,0.005,17.733,0.009,0.548,0.0103,3977.024,1003.392,70,70
1151,18.837,0.007,18.254,0.013,0.583,0.0148,3981.854,1119.481,80,80
1152,18.313,0.01,17.79,0.011,0.523,0.0149,3976.191,1347.594,69,69
1153,17.45,0.005,16.89,0.004,0.56,0.0064,3979.136,1383.294,49,49
1154,18.823,0.007,18.236,0.002,0.587,0.0073,3969.631,1626.511,78,78
1155,18.903,0.005,18.308,0.012,0.595,0.013,3976.141,1800.188,77,77
1156,19.131,0.005,18.515,0.007,0.616,0.0086,3981.5,1845.771,77,77
1157,18.458,0.023,17.928,0.01,0.53,0.0251,3964.997,1950.017,67,67
1158,19.271,0.01,18.647,0.008,0.624,0.0128,3991.5,1058.312,80,80
1159,18.329,0.011,17.779,0.011,0.55,0.0156,4012.635,1039.929,70,70
1160,18.756,0.01,18.183,0.007,0.573,0.0122,3997.489,1129.766,80,80
1161,19.256,0.004,18.632,0.012,0.624,0.0126,3990.47,1204.24,80,80
1162,18.456,0.008,17.902,0.011,0.554,0.0136,4011.815,1609.814,68,68
1163,18.453,0.006,17.902,0.003,0.551,0.0067,4012.388,1773.281,67,67
1164,19.18,0.007,18.565,0.012,0.615,0.0139,4008.699,1950.842,77,77
1165,19.108,0.006,18.51,0.009,0.598,0.0108,4026.112,1261.792,79,79
1166,17.756,0.011,17.219,0.006,0.537,0.0125,4022.41,1313.279,59,59
1167,18.864,0.005,18.262,0.007,0.602,0.0086,4023.246,1938.352,77,77
1168,17.643,0.005,17.106,0.007,0.537,0.0086,4059.693,1091.611,60,60
1169,19.107,0.009,18.504,0.008,0.603,0.012,4055.475,1132.749,80,80
1170,18.905,0.006,18.318,0.005,0.587,0.0078,4047.507,1256.397,80,80
1171,18.028,0.006,17.488,0.008,0.54,0.01,4045.204,1289.938,59,59
1172,17.751,0.012,17.187,0.005,0.564,0.013,4054.172,1309.124,59,59
1173,18.739,0.021,18.16,0.008,0.579,0.0225,4054.909,1511.717,78,78
1174,17.115,0.004,16.486,0.008,0.629,0.0089,4051.757,1515.316,48,48
1175,16.361,0.0055,15.654,0.006,0.707,0.0082,4052.282,1621.336,28,28
1176,17.814,0.002,17.279,0.006,0.535,0.0063,4062.385,1850.374,57,57
1177,18.783,0.009,18.211,0.013,0.572,0.0158,4068.421,990.872,80,80
1178,18.798,0.005,18.218,0.013,0.58,0.0139,4077.602,1074.474,80,80
1179,18.384,0.008,17.82,0.007,0.564,0.0106,4069.389,1342.171,69,69
1180,19.064,0.005,18.471,0.01,0.593,0.0112,4096.471,1375.224,79,79
1181,18.622,0.006,18.054,0.01,0.568,0.0117,4096.78,1543.888,68,68
1182,18.181,0.008,17.587,0.006,0.594,0.01,4098.223,1634.932,68,68
1183,19.214,0.005,18.597,0.008,0.617,0.0094,4100.465,1613.917,78,78
1184,18.796,0.003,18.217,0.003,0.579,0.0042,4111.411,1798.871,78,78
1185,19.185,0.003,18.571,0.004,0.614,0.005,4088.213,1978.73,77,77
1186,19.272,0.004,18.57,0.003,0.702,0.005,4100.018,1969.997,77,77
1187,19.226,0.009,18.607,0.008,0.619,0.012,4129.283,1022.15,80,80
1188,19.262,0.011,18.641,0.008,0.621,0.0136,4129.781,1342.72,79,79
1189,18.935,0.008,18.355,0.008,0.58,0.0113,4130.708,1599.682,78,78
1190,17.204,0.003,16.595,0.004,0.609,0.005,4131.494,1733.927,48,48
1191,19.248,0.006,18.623,0.006,0.625,0.0085,4132.45,1765.897,78,78
1192,17.963,0.004,17.426,0.005,0.537,0.0064,4123.08,1808.719,58,58
1193,18.721,0.007,18.147,0.007,0.574,0.0099,4142.605,1018.049,80,80
1194,18.3,0.006,17.746,0.01,0.554,0.0117,4142.283,1071.11,70,70
1195,18.239,0.006,17.696,0.006,0.543,0.0085,4138.772,1383.145,69,69
1196,18.985,0.002,18.384,0.009,0.601,0.0092,4157.915,1501.004,79,79
1197,19.21,0.01,18.591,0.008,0.619,0.0128,4143.346,1592.769,78,78
1198,18.382,0.014,17.82,0.012,0.562,0.0184,4155.702,1648.035,68,68
1199,19.043,0.012,18.436,0.004,0.607,0.0126,4149.937,1686.487,78,78
1200,18.217,0.005,17.669,0.003,0.548,0.0058,4149.392,1692.805,68,68
1201,18.344,0.015,17.79,0.009,0.554,0.0175,4142.936,1805.704,68,68
1202,17.917,0.009,17.37,0.003,0.547,0.0095,4144.727,1791.076,58,58
1203,19.061,0.005,18.455,0.01,0.606,0.0112,4140.777,1825.062,78,78
1204,18.25,0.007,17.701,0.005,0.549,0.0086,4186.589,1040.812,70,70
1205,19.021,0.01,18.415,0.005,0.606,0.0112,4176.481,1546.893,79,79
1206,19.256,0.005,18.63,0.008,0.626,0.0094,4179.479,1701.679,78,78
1207,17.65,0.004,17.112,0.008,0.538,0.0089,4183.951,1858.909,58,58
1208,17.921,0.009,17.378,0.008,0.543,0.012,4191.404,1054.593,60,60
1209,19.005,0.007,18.414,0.002,0.591,0.0073,4193.866,1166.565,80,80
1210,18.891,0.004,18.306,0.006,0.585,0.0072,4194.654,1376.688,79,79
1211,17.519,0.003,16.968,0.008,0.551,0.0085,4197.312,1484.159,49,59
1212,19.082,0.006,18.474,0.006,0.608,0.0085,4198.933,1640.248,78,78
1213,18.837,0.004,18.25,0.007,0.587,0.0081,4195.608,1820.739,78,78
1214,17.898,0.004,17.358,0.005,0.54,0.0064,4203.22,1843.27,58,58
1215,18.193,0.002,17.645,0.003,0.548,0.0036,4189.007,1893.214,67,67
1216,18.764,0.017,18.192,0.005,0.572,0.0177,4231.949,1359.787,80,80
1217,19.169,0.004,18.572,0.01,0.597,0.0108,4213.166,1498.696,79,79
1218,17.782,0.004,17.242,0.005,0.54,0.0064,4214.869,1536.794,59,59
1219,18.06,0.007,17.521,0.003,0.539,0.0076,4234.123,1661.199,58,68
1220,18.608,0.01,18.036,0.008,0.572,0.0128,4223.375,1709.023,68,68
1221,19.049,0.008,18.454,0.003,0.595,0.0085,4227.397,1868.416,78,78
1222,17.113,0.001,16.482,0.005,0.631,0.0051,4222.223,1911.146,48,48
1223,18.216,0.007,17.67,0.01,0.546,0.0122,4256.151,1114.418,70,70
1224,18.95,0.01,18.358,0.009,0.592,0.0135,4248.699,1157.121,80,80
1225,18.875,0.006,18.231,0.015,0.644,0.0162,4257.32,1160.607,80,80
1226,18.785,0.005,18.214,0.005,0.571,0.0071,4243.325,1197.594,80,80
1227,18.717,0.007,18.139,0.008,0.578,0.0106,4239.621,1238.451,80,80
1228,16.801,0.0068,16.078,0.0016,0.723,0.0069,4248.905,1577.725,39,39
1229,16.956,0.0013,16.276,0.004,0.68,0.0042,4252.527,1577.084,39,39
1230,18.328,0.004,17.775,0.004,0.553,0.0057,4238.29,1727.889,68,68
1231,18.147,0.007,17.604,0.006,0.543,0.0092,4262.284,1724.514,68,68
1232,18.579,0.01,18.004,0.017,0.575,0.0197,4245.823,1831.016,68,68
1233,18.019,0.006,17.475,0.007,0.544,0.0092,4250.186,1825.487,58,58
1234,19.035,0.008,18.43,0.006,0.605,0.01,4284.942,1025.973,80,80
1235,16.632,0.0063,15.94,0.0069,0.692,0.0093,4270.762,1174.987,40,40
1236,18.722,0.007,18.152,0.011,0.57,0.013,4277.068,1210.892,80,80
1237,17.801,0.006,17.27,0.006,0.531,0.0085,4282.682,1315.23,60,60
1238,15.332,0.0034,14.579,0.0037,0.753,0.005,4275.41,1576.596,9,9
1239,18.945,0.005,18.345,0.011,0.6,0.0121,4268.198,1608.242,79,79
1240,17.879,0.006,17.342,0.008,0.537,0.01,4274.771,1646.722,59,59
1241,19.146,0.006,18.532,0.01,0.614,0.0117,4271.308,1857.216,78,78
1242,17.926,0.007,17.387,0.008,0.539,0.0106,4312.781,1086.107,60,60
1243,18.917,0.003,18.325,0.007,0.592,0.0076,4288.946,1283.665,80,80
1244,18.668,0.008,18.095,0.01,0.573,0.0128,4293.938,1479.719,69,69
1245,18.912,0.002,18.318,0.016,0.594,0.0161,4304.766,1601.969,79,79
1246,18.1,0.009,17.52,0.004,0.58,0.0098,4298.979,1682.544,59,69
1247,18.079,0.007,17.539,0.006,0.54,0.0092,4302.021,1846.599,58,68
1248,17.064,0.005,16.415,0.005,0.649,0.0071,4320.271,1076.79,50,50
1249,18.355,0.004,17.801,0.01,0.554,0.0108,4323.03,1067.586,70,70
1250,19.142,0.009,18.533,0.011,0.609,0.0142,4322.631,1359.807,80,80
1251,19.21,0.009,18.593,0.012,0.617,0.015,4337.37,1356.129,80,80
1252,18.641,0.014,18.069,0.005,0.572,0.0149,4324.577,1474.311,69,69
1253,18.324,0.005,17.718,0.01,0.606,0.0112,4344.126,1061.485,70,70
1254,19.044,0.013,18.442,0.003,0.602,0.0133,4348.459,1081.266,80,80
1255,17.939,0.005,17.403,0.01,0.536,0.0112,4359.385,1130.928,60,60
1256,19.014,0.004,18.412,0.007,0.602,0.0081,4354.503,1631.346,79,79
1257,18.988,0.01,18.392,0.002,0.596,0.0102,4342.921,1654.489,79,79
1258,18.855,0.003,18.266,0.004,0.589,0.005,4358.387,1730.703,79,79
1259,18.887,0.004,18.23,0.008,0.657,0.0089,4344.447,1822.138,78,78
1260,18.548,0.008,17.976,0.01,0.572,0.0128,4375.972,1166.615,70,70
1261,18.081,0.006,17.544,0.006,0.537,0.0085,4379.723,1171.899,60,70
1262,18.143,0.001,17.599,0.015,0.544,0.015,4369.342,1589.023,69,69
1263,19.023,0.006,18.433,0.01,0.59,0.0117,4385.324,1616.725,79,79
1264,18.631,0.005,18.062,0.008,0.569,0.0094,4369.996,1897.731,68,68
1265,18.163,0.006,17.614,0.011,0.549,0.0125,4398.686,1103.557,70,70
1266,16.986,0.005,16.314,0.007,0.672,0.0086,4390.445,1117.487,50,40
1267,18.508,0.006,17.943,0.008,0.565,0.01,4395.447,1183.484,70,70
1268,19.02,0.019,18.421,0.02,0.599,0.0276,4392.931,1386.831,80,80
1269,18.64,0.024,18.076,0.016,0.564,0.0288,4395.226,1383.27,70,70
1270,18.693,0.008,18.126,0.007,0.567,0.0106,4394.256,1798.776,69,79
1271,19.098,0.002,18.499,0.019,0.599,0.0191,4426.018,1309.562,80,80
1272,17.273,0.004,16.684,0.009,0.589,0.0098,4423.65,1391.051,50,50
1273,18.183,0.009,17.638,0.009,0.545,0.0127,4416.162,1423.78,70,70
1274,15.813,0.0043,15.085,0.0046,0.728,0.0063,4417.752,1715.909,19,19
1275,18.301,0.007,17.749,0.003,0.552,0.0076,4422.579,1963.895,68,68
1276,17.817,0.004,17.283,0.01,0.534,0.0108,4450.47,1207.967,60,60
1277,17.285,0.006,16.699,0.008,0.586,0.01,4452.55,1390.311,50,50
1278,16.219,0.0052,15.508,0.0056,0.711,0.0076,4453.125,1489.08,30,30
1279,19.055,0.008,18.459,0.009,0.596,0.012,4448.346,1519.307,80,80
1280,19.171,0.009,18.569,0.006,0.602,0.0108,4453.109,1533.371,80,80
1281,18.429,0.006,17.872,0.007,0.557,0.0092,4457.82,1683.269,69,69
1282,17.343,0.004,16.766,0.008,0.577,0.0089,4461.51,1710.243,49,49
1283,18.615,0.004,18.048,0.009,0.567,0.0098,4439.456,1835.851,69,69
1284,17.593,0.004,17.05,0.005,0.543,0.0064,4480.656,1330.666,60,60
1285,17.696,0.007,17.159,0.007,0.537,0.0099,4470.888,1402.26,60,60
1286,18.592,0.008,18.034,0.009,0.558,0.012,4476.112,1780.696,69,69
1287,17.327,0.008,16.753,0.006,0.574,0.01,4483.3,1806.97,49,49
1288,18.089,0.007,17.544,0.01,0.545,0.0122,4487.046,1848.194,59,69
1289,18.365,0.005,17.815,0.012,0.55,0.013,4491.887,1039.377,70,70
1290,18.803,0.008,18.257,0.011,0.546,0.0136,4492.939,1062.012,80,80
1291,18.177,0.007,17.63,0.003,0.547,0.0076,4498.038,1262.186,70,70
1292,19.209,0.01,18.592,0.005,0.617,0.0112,4496.021,1421.366,80,80
1293,17.908,0.004,17.368,0.008,0.54,0.0089,4494.663,1454.19,60,60
1294,17.276,0.006,16.685,0.008,0.591,0.01,4499.509,1540.395,50,50
1295,17.388,0.006,16.833,0.009,0.555,0.0108,4504.658,1558.008,50,50
1296,15.516,0.0037,14.755,0.004,0.761,0.0054,4502.478,1620.328,10,10
1297,18.554,0.011,17.988,0.009,0.566,0.0142,4493.403,1681.146,69,69
1298,18.793,0.009,18.216,0.013,0.577,0.0158,4503.839,1723.737,79,79
1299,18.676,0.01,18.11,0.014,0.566,0.0172,4504.6,1732.191,69,79
1300,18.267,0.006,17.718,0.008,0.549,0.01,4492.555,1798.41,69,69
1301,16.894,0.001,16.214,0.006,0.68,0.0061,4513.578,1420.987,40,40
1302,18.64,0.003,18.051,0.007,0.589,0.0076,4517.206,1453.091,70,70
1303,17.808,0.006,17.273,0.007,0.535,0.0092,4536.156,1680.117,59,59
1304,18.095,0.007,17.528,0.013,0.567,0.0148,4526.854,1836.977,59,69
1305,18.862,0.005,18.277,0.008,0.585,0.0094,4531.307,1883.939,79,79
1306,18.234,0.007,17.692,0.007,0.542,0.0099,4522.059,1900.842,69,69
1307,17.262,0.005,16.669,0.007,0.593,0.0086,4552.923,1019.456,50,50
1308,17.527,0.007,16.976,0.006,0.551,0.0092,4554.186,1078.423,50,60
1309,18.758,0.003,18.18,0.018,0.578,0.0182,4556.089,1149.019,80,80
1310,18.902,0.007,18.315,0.007,0.587,0.0099,4553.341,1262.544,80,80
1311,18.321,0.01,17.777,0.013,0.544,0.0164,4540.009,1424.865,70,70
1312,18.415,0.007,17.858,0.006,0.557,0.0092,4544.575,1417.747,70,70
1313,18.903,0.013,18.322,0.012,0.581,0.0177,4545.273,1554.195,80,80
1314,17.818,0.004,17.283,0.008,0.535,0.0089,4540.395,1663.633,60,60
1315,18.484,0.008,17.926,0.012,0.558,0.0144,4560.153,1686.318,70,70
1316,17.376,0.006,16.819,0.006,0.557,0.0085,4557.439,1700.903,49,49
1317,18.247,0.004,17.705,0.009,0.542,0.0098,4558.966,1908.901,69,69
1318,18.95,0.007,18.37,0.009,0.58,0.0114,4549.396,1979.348,79,79
1319,19.097,0.006,18.493,0.014,0.604,0.0152,4566.092,1125.378,80,80
1320,18.747,0.006,18.17,0.008,0.577,0.01,4573.033,1123.55,80,80
1321,17.519,0.005,16.967,0.005,0.552,0.0071,4574.619,1683.812,50,60
1322,18.913,0.008,18.333,0.005,0.58,0.0094,4584.954,1952.598,79,79
1323,19.209,0.012,18.59,0.009,0.619,0.015,4610.505,1216.898,80,80
1324,18.034,0.009,17.494,0.009,0.54,0.0127,4589.383,1319.177,60,60
1325,17.692,0.004,17.151,0.007,0.541,0.0081,4592.947,1667.46,60,60
1326,19.14,0.006,18.535,0.011,0.605,0.0125,4595.479,1810.787,79,79
1327,18.12,0.009,17.572,0.008,0.548,0.012,4628.745,1017.267,60,70
1328,18.416,0.007,17.865,0.01,0.551,0.0122,4632.84,1796.805,69,69
1329,18.091,0.009,17.547,0.01,0.544,0.0135,4617.552,1926.788,59,69
1330,18.791,0.008,18.21,0.011,0.581,0.0136,4637.465,1945.496,79,79
1331,18.701,0.011,18.13,0.006,0.571,0.0125,4639.865,1226.782,70,80
1332,17.361,0.003,16.787,0.004,0.574,0.005,4648.266,1269.925,50,50
1333,18.149,0.003,17.603,0.008,0.546,0.0085,4646.488,1652.294,70,70
1334,18.234,0.009,17.682,0.005,0.552,0.0103,4647.552,1687.005,70,70
1335,18.392,0.012,17.835,0.01,0.557,0.0156,4640.791,1829.578,69,69
1336,18.34,0.014,17.789,0.007,0.551,0.0157,4656.842,1862.122,69,69
1337,18.667,0.011,18.083,0.012,0.584,0.0163,4680.643,1086.231,70,70
1338,18.542,0.006,17.983,0.01,0.559,0.0117,4671.668,1271.687,70,70
1339,18.909,0.008,18.319,0.006,0.59,0.01,4668.331,1312.24,80,80
1340,19.144,0.015,18.536,0.008,0.608,0.017,4676.286,1604.396,80,80
1341,18.14,0.001,17.595,0.013,0.545,0.013,4672.721,1660.026,70,70
1342,18.909,0.012,18.321,0.013,0.588,0.0177,4693.46,1008.144,80,80
1343,18.637,0.007,18.065,0.007,0.572,0.0099,4702.081,1266.448,70,70
1344,18.43,0.008,17.876,0.007,0.554,0.0106,4698.135,1301.81,70,70
1345,18.813,0.008,18.248,0.007,0.565,0.0106,4700.8,1807.773,80,80
1346,18.026,0.003,17.487,0.007,0.539,0.0076,4711.903,1882.118,60,60
1347,19.088,0.004,18.491,0.008,0.597,0.0089,4693.809,1915.776,79,79
1348,18.405,0.009,17.844,0.007,0.561,0.0114,4697.966,1942.243,69,69
1349,18.167,0.01,17.622,0.012,0.545,0.0156,4721.208,1007.548,70,70
1350,19.189,0.001,18.57,0.015,0.619,0.015,4734.121,1014.594,80,80
1351,18.182,0.01,17.639,0.005,0.543,0.0112,4724.623,1303.205,70,70
1352,18.356,0.01,17.802,0.006,0.554,0.0117,4737.134,1709.754,70,70
1353,19.105,0.008,18.492,0.009,0.613,0.012,4721.351,1904.88,80,80
1354,18.359,0.009,17.843,0.01,0.516,0.0135,4744.472,1318.194,70,70
1355,17.819,0.012,17.277,0.014,0.542,0.0184,4744.67,1325.58,60,60
1356,17.942,0.012,17.401,0.01,0.541,0.0156,4756.704,1473.093,60,60
1357,18.998,0.008,18.397,0.007,0.601,0.0106,4756.033,1742.954,80,80
1358,18.454,0.003,17.896,0.007,0.558,0.0076,4751.192,1944.172,70,70
1359,18.86,0.019,18.265,0.02,0.595,0.0276,4781.124,1124.382,80,80
1360,17.805,0.01,17.258,0.01,0.547,0.0141,4787.622,1295.53,60,60
1361,18.432,0.014,17.872,0.016,0.56,0.0213,4780.208,1583.867,70,70
1362,19.026,0.025,18.436,0.004,0.59,0.0253,4781.523,1608.813,80,80
1363,17.798,0.009,17.26,0.01,0.538,0.0135,4779.162,1698.867,60,60
1364,19.042,0.007,18.435,0.006,0.607,0.0092,4767.432,1770.117,80,80
1365,18.816,0.009,18.237,0.01,0.579,0.0135,4781.033,1858.903,80,80
1366,19.107,0.003,18.501,0.009,0.606,0.0095,4780.569,1976.323,80,80
1367,17.316,0.008,16.735,0.012,0.581,0.0144,4803.55,1222.15,50,50
1368,18.512,0.009,17.944,0.013,0.568,0.0158,4802.832,1298.866,70,70
1369,17.903,0.016,17.354,0.019,0.549,0.0248,4803.511,1418.644,60,60
1370,19.061,0.011,18.451,0.02,0.61,0.0228,4803.493,1415.622,80,80
1371,19.181,0.004,18.571,0.006,0.61,0.0072,4796.655,1684.386,80,80
1372,18.772,0.01,18.193,0.006,0.579,0.0117,4805.536,1873.191,80,80
1373,19.028,0.018,18.43,0.015,0.598,0.0234,4829.196,1532.013,80,80
1374,18.142,0.005,17.566,0.009,0.576,0.0103,4815.379,1607.472,70,70
1375,19.147,0.005,18.543,0.015,0.604,0.0158,4830.662,1650.571,80,80
1376,17.317,0.008,16.728,0.009,0.589,0.012,4822.585,1755.346,50,50
1377,18.772,0.007,18.195,0.009,0.577,0.0114,4830.477,1940.31,80,80
1378,19.229,0.003,18.596,0.006,0.633,0.0067,4843.957,1261.015,80,80
1379,17.508,0.01,16.956,0.015,0.552,0.018,4845.619,1469.912,50,60
1380,18.658,0.01,18.036,0.006,0.622,0.0117,4843.056,1681.302,70,70
1381,19.254,0.0,18.626,0.008,0.628,0.008,4857.977,1882.009,80,80
1382,19.159,0.005,18.553,0.029,0.606,0.0294,4883.549,1445.146,80,80
1383,19.187,0.005,18.565,0.015,0.622,0.0158,4884.066,1707.991,80,80
1384,19.23,0.013,18.594,0.011,0.636,0.017,4867.822,1715.024,80,80
1385,17.859,0.015,17.314,0.01,0.545,0.018,4870.282,1747.788,60,60
1386,18.097,0.009,17.558,0.015,0.539,0.0175,4878.73,1848.731,60,70
1387,18.297,0.008,17.74,0.007,0.557,0.0106,4869.899,1952.889,70,70
1388,19.238,0.0049,18.59,0.0051,0.648,0.007,4890.682,998.554,80,80
1389,18.303,0.015,17.732,0.0034,0.571,0.0154,4893.613,1029.377,70,70
1390,18.905,0.0,18.336,0.029,0.569,0.029,4896.951,1378.852,80,80
1391,18.227,0.005,17.682,0.024,0.545,0.0245,4900.916,1442.277,70,70
1392,19.15,0.005,18.556,0.03,0.594,0.0304,4897.473,1505.212,80,80
1393,18.716,0.009,18.147,0.013,0.569,0.0158,4893.296,1902.919,80,80
1394,18.791,0.004,18.195,0.0042,0.596,0.0058,4930.121,1031.437,80,80
1395,18.353,0.0032,17.785,0.0035,0.568,0.0048,4948.583,1082.107,70,70
1396,17.659,0.0024,17.089,0.0025,0.57,0.0035,4956.191,1202.863,60,60
1397,19.09,0.0045,18.474,0.0048,0.616,0.0066,4942.735,1213.207,80,80
1398,19.062,0.0045,18.456,0.0048,0.606,0.0065,4938.479,1367.386,80,80
1399,18.056,0.008,17.504,0.029,0.552,0.0301,4947.688,1700.524,60,60
1400,18.722,0.0038,18.129,0.0041,0.593,0.0056,4966.771,1062.777,80,80
1401,18.246,0.0031,17.685,0.0033,0.561,0.0045,4967.714,1245.771,70,70
1402,18.208,0.003,17.655,0.0033,0.553,0.0045,4973.037,1360.281,70,70
1403,18.996,0.0043,18.374,0.0046,0.622,0.0063,4964.522,1381.93,80,80
1404,19.095,0.0046,18.483,0.0048,0.612,0.0066,4982.319,1369.969,80,80
1405,17.413,0.0021,16.832,0.0022,0.581,0.0031,4982.681,1407.464,50,50
1406,19.137,0.0046,18.514,0.0049,0.623,0.0067,4964.374,1695.638,80,80
1407,18.622,0.0037,18.047,0.0039,0.575,0.0054,4979.768,1733.865,70,70
1408,18.446,0.0034,17.879,0.0036,0.567,0.005,5005.17,1466.893,70,70
1409,18.238,0.0031,17.681,0.0033,0.557,0.0045,4997.849,1654.146,70,70
1410,18.694,0.0038,18.137,0.0041,0.557,0.0056,5035.745,1519.744,70,80
1411,19.198,0.0048,18.576,0.005,0.622,0.0069,5016.141,1549.298,80,80
1412,18.509,0.0035,17.93,0.0037,0.579,0.0051,5025.102,1625.291,70,70
1413,19.27,0.0049,18.649,0.0052,0.621,0.0071,5034.828,1966.087,80,80
1414,18.946,0.0042,18.35,0.0045,0.596,0.0062,5042.644,1724.627,80,80
1415,18.923,0.0044,18.315,0.0047,0.608,0.0064,736.137,2015.181,80,80
1416,18.616,0.0038,18.022,0.0041,0.594,0.0056,737.973,2029.265,70,70
1417,18.668,0.0039,18.085,0.0042,0.583,0.0057,723.283,2189.825,70,70
1418,18.493,0.0036,17.916,0.0039,0.577,0.0053,744.0,2028.236,70,70
1419,19.258,0.0051,18.653,0.0054,0.605,0.0075,761.843,2054.745,80,80
1420,18.891,0.0043,18.28,0.0046,0.611,0.0063,738.471,2102.312,80,80
1421,18.468,0.0036,17.896,0.0038,0.572,0.0052,747.824,2124.923,70,70
1422,17.369,0.0021,16.777,0.0023,0.592,0.0031,752.999,2297.503,50,50
1423,17.643,0.0024,17.095,0.0027,0.548,0.0036,759.5,2419.969,60,60
1424,17.814,0.0026,17.266,0.0029,0.548,0.0039,775.338,2050.139,60,60
1425,19.138,0.0048,18.519,0.0051,0.619,0.007,772.281,2189.196,80,80
1426,18.828,0.0042,18.23,0.0045,0.598,0.0061,784.705,2278.123,80,80
1427,17.833,0.0027,17.287,0.0029,0.546,0.0039,797.885,2259.913,60,60
1428,16.587,0.0063,15.904,0.007,0.683,0.0094,812.931,2398.376,40,40
1429,18.056,0.004,17.511,0.006,0.545,0.0072,827.621,2170.31,60,60
1430,18.821,0.018,18.229,0.001,0.592,0.018,831.525,2277.477,80,80
1431,18.035,0.0029,17.481,0.0032,0.554,0.0043,824.004,2408.092,60,60
1432,19.269,0.0051,18.644,0.0054,0.625,0.0074,816.192,2748.069,80,80
1433,18.981,0.0045,18.378,0.0048,0.603,0.0065,825.204,2798.92,80,80
