,v,v_err,i,i_err,vi,vi_err,x,y,Vbin,Ibin
4322,17.212,0.005,16.614,0.005,0.598,0.0071,3725.641,3605.619,44,44
4323,17.985,0.006,17.446,0.004,0.539,0.0072,3730.277,3626.359,54,54
4324,18.303,0.003,17.759,0.005,0.544,0.0058,3722.921,3673.539,64,64
4325,19.199,0.006,18.59,0.013,0.609,0.0143,3715.791,3764.966,74,74
4326,17.305,0.008,16.738,0.003,0.567,0.0085,3725.689,3809.396,45,45
4327,19.15,0.009,18.549,0.008,0.601,0.012,3727.213,3954.465,75,75
4328,18.657,0.008,18.091,0.011,0.566,0.0136,3752.079,3030.519,63,63
4329,19.095,0.005,18.495,0.006,0.6,0.0078,3738.611,3223.104,73,73
4330,17.99,0.005,17.452,0.004,0.538,0.0064,3762.832,3221.951,53,53
4331,17.743,0.002,17.202,0.004,0.541,0.0045,3762.765,3382.348,54,54
4332,19.146,0.011,18.545,0.01,0.601,0.0149,3747.122,3529.492,74,74
4333,18.617,0.012,18.053,0.005,0.564,0.013,3760.849,3594.733,64,64
4334,18.951,0.013,18.369,0.008,0.582,0.0153,3750.489,3643.069,74,74
4335,18.25,0.008,17.707,0.006,0.543,0.01,3758.67,3686.16,64,64
4336,18.962,0.005,18.371,0.007,0.591,0.0086,3753.878,3783.017,75,75
4337,19.039,0.005,18.445,0.006,0.594,0.0078,3761.802,3943.945,75,75
4338,17.325,0.005,16.754,0.004,0.571,0.0064,3771.356,3037.355,43,43
4339,18.952,0.006,18.36,0.006,0.592,0.0085,3776.315,3180.444,73,73
4340,17.855,0.006,17.309,0.011,0.546,0.0125,3780.061,3215.102,53,53
4341,18.707,0.008,18.135,0.004,0.572,0.0089,3777.274,3414.621,74,74
4342,19.254,0.012,18.632,0.007,0.622,0.0139,3764.81,3483.998,74,74
4343,18.991,0.01,18.405,0.009,0.586,0.0135,3763.68,3514.134,74,74
4344,17.859,0.006,17.32,0.004,0.539,0.0072,3777.052,3550.486,54,54
4345,18.704,0.005,18.134,0.006,0.57,0.0078,3782.704,3600.993,64,74
4346,18.829,0.008,18.244,0.013,0.585,0.0153,3777.159,3695.308,74,74
4347,16.206,0.0051,15.489,0.0055,0.717,0.0075,3765.223,3748.847,25,25
4348,18.75,0.003,18.18,0.005,0.57,0.0058,3765.027,3774.199,75,75
4349,19.142,0.01,18.542,0.01,0.6,0.0141,3763.132,3892.865,75,75
4350,17.988,0.005,17.45,0.002,0.538,0.0054,3804.548,3046.121,53,53
4351,19.007,0.003,18.345,0.013,0.662,0.0133,3795.393,3128.905,73,73
4352,17.526,0.007,16.969,0.005,0.557,0.0086,3808.554,3181.195,43,53
4353,18.521,0.006,17.96,0.004,0.561,0.0072,3792.159,3235.839,63,63
4354,17.465,0.004,16.904,0.001,0.561,0.0041,3797.872,3333.235,44,44
4355,19.175,0.003,18.555,0.007,0.62,0.0076,3806.741,3588.298,74,74
4356,19.271,0.005,18.654,0.005,0.617,0.0071,3802.954,3670.097,74,74
4357,18.057,0.003,17.521,0.005,0.536,0.0058,3811.857,3695.129,55,65
4358,18.71,0.005,18.142,0.007,0.568,0.0086,3810.231,3769.189,75,75
4359,19.063,0.008,18.474,0.003,0.589,0.0085,3792.831,3939.883,75,75
4360,18.831,0.005,18.254,0.002,0.577,0.0054,3825.715,3014.724,73,73
4361,19.01,0.008,18.403,0.004,0.607,0.0089,3822.524,3057.16,73,73
4362,18.505,0.004,17.941,0.013,0.564,0.0136,3825.238,3049.804,63,63
4363,18.171,0.013,17.616,0.004,0.555,0.0136,3827.18,3045.721,63,63
4364,19.077,0.007,18.476,0.006,0.601,0.0092,3822.945,3451.891,74,74
4365,18.755,0.003,18.179,0.005,0.576,0.0058,3821.219,3581.912,74,74
4366,17.977,0.009,17.445,0.015,0.532,0.0175,3813.156,3869.782,55,55
4367,17.515,0.003,16.968,0.005,0.547,0.0058,3859.649,2995.515,44,54
4368,17.809,0.006,17.265,0.005,0.544,0.0078,3839.623,3116.433,54,54
4369,18.89,0.01,18.298,0.008,0.592,0.0128,3851.837,3120.275,74,74
4370,17.109,0.005,16.472,0.005,0.637,0.0071,3853.184,3151.545,44,44
4371,18.812,0.006,18.225,0.011,0.587,0.0125,3840.546,3381.616,74,74
4372,18.398,0.008,17.842,0.007,0.556,0.0106,3862.199,3524.775,64,64
4373,18.468,0.004,17.908,0.002,0.56,0.0045,3861.95,3601.612,65,65
4374,18.199,0.006,17.651,0.005,0.548,0.0078,3855.062,3734.156,65,65
4375,18.888,0.004,18.29,0.004,0.598,0.0057,3854.79,3743.662,75,75
4376,18.978,0.007,18.383,0.006,0.595,0.0092,3858.664,3763.315,75,75
4377,18.51,0.013,17.96,0.008,0.55,0.0153,3840.467,3978.736,66,66
4378,17.656,0.008,17.13,0.002,0.526,0.0082,3842.501,3973.558,56,56
4379,19.176,0.01,18.576,0.004,0.6,0.0108,3867.942,3057.332,74,74
4380,18.062,0.009,17.518,0.004,0.544,0.0098,3886.439,3152.383,54,64
4381,18.954,0.006,18.359,0.004,0.595,0.0072,3885.868,3239.402,74,74
4382,19.273,0.007,18.646,0.006,0.627,0.0092,3865.649,3271.075,74,74
4383,18.218,0.002,17.666,0.008,0.552,0.0082,3866.173,3310.19,64,64
4384,19.199,0.01,18.591,0.014,0.608,0.0172,3882.559,3450.218,74,74
4385,19.191,0.013,18.577,0.007,0.614,0.0148,3867.648,3782.32,75,75
4386,18.119,0.006,17.579,0.003,0.54,0.0067,3871.388,3774.175,55,65
4387,19.229,0.011,18.606,0.008,0.623,0.0136,3891.782,3119.465,74,74
4388,18.659,0.004,18.09,0.004,0.569,0.0057,3903.001,3243.497,64,64
4389,17.595,0.001,17.05,0.005,0.545,0.0051,3891.813,3294.79,54,54
4390,18.681,0.003,18.103,0.004,0.578,0.005,3900.929,3386.119,64,74
4391,17.697,0.001,17.154,0.001,0.543,0.0014,3902.679,3500.442,54,54
4392,17.861,0.004,17.325,0.006,0.536,0.0072,3903.928,3609.134,55,55
4393,18.514,0.016,17.955,0.006,0.559,0.0171,3905.597,3604.42,65,65
4394,19.274,0.015,18.643,0.005,0.631,0.0158,3910.624,3642.085,75,75
4395,19.275,0.013,18.654,0.005,0.621,0.0139,3892.168,3712.388,75,75
4396,18.205,0.008,17.657,0.005,0.548,0.0094,3897.213,3726.727,65,65
4397,18.582,0.013,18.02,0.007,0.562,0.0148,3903.9,3901.353,66,66
4398,18.235,0.003,17.705,0.003,0.53,0.0042,3889.184,3933.823,66,66
4399,18.206,0.006,17.672,0.003,0.534,0.0067,3895.868,3963.684,66,66
4400,18.398,0.009,17.843,0.007,0.555,0.0114,3898.772,3963.842,66,66
4401,18.599,0.002,18.031,0.005,0.568,0.0054,3932.034,3130.987,64,64
4402,19.208,0.006,18.6,0.012,0.608,0.0134,3932.001,3262.791,74,74
4403,18.983,0.011,18.388,0.004,0.595,0.0117,3915.593,3477.781,74,74
4404,18.601,0.009,18.019,0.004,0.582,0.0098,3933.066,3510.729,65,65
4405,18.122,0.012,17.577,0.005,0.545,0.013,3917.087,3642.604,55,65
4406,17.57,0.01,17.017,0.008,0.553,0.0128,3934.874,3653.45,55,55
4407,19.113,0.004,18.508,0.003,0.605,0.005,3913.656,3682.731,75,75
4408,18.539,0.007,17.983,0.006,0.556,0.0092,3927.81,3700.342,65,65
4409,17.748,0.004,17.234,0.002,0.514,0.0045,3918.595,3744.068,55,55
4410,18.473,0.004,17.915,0.007,0.558,0.0081,3932.604,3855.967,66,66
4411,18.971,0.003,18.38,0.003,0.591,0.0042,3933.512,3886.593,76,76
4412,18.612,0.009,18.051,0.002,0.561,0.0092,3928.823,3926.7,66,66
4413,16.255,0.0052,15.527,0.0056,0.728,0.0077,3944.829,3037.789,24,24
4414,17.443,0.006,16.891,0.003,0.552,0.0067,3953.982,3147.501,44,44
4415,18.363,0.001,17.798,0.001,0.565,0.0014,3953.851,3159.845,64,64
4416,17.835,0.006,17.284,0.01,0.551,0.0117,3944.066,3174.718,54,54
4417,18.611,0.005,18.04,0.003,0.571,0.0058,3950.527,3187.253,64,64
4418,18.497,0.006,17.932,0.006,0.565,0.0085,3943.185,3257.114,64,64
4419,18.896,0.017,18.316,0.012,0.58,0.0208,3947.045,3290.627,74,74
4420,17.78,0.008,17.24,0.01,0.54,0.0128,3957.343,3395.355,54,54
4421,17.367,0.006,16.788,0.006,0.579,0.0085,3952.432,3641.137,45,45
4422,16.746,0.0015,16.055,0.0015,0.691,0.0022,3938.979,3724.507,35,35
4423,18.261,0.012,17.723,0.007,0.538,0.0139,3953.687,3863.301,66,66
4424,19.038,0.008,18.443,0.017,0.595,0.0188,3955.497,3866.803,76,76
4425,18.746,0.004,18.171,0.002,0.575,0.0045,3979.705,2994.693,74,74
4426,18.352,0.006,17.796,0.005,0.556,0.0078,3985.635,3337.274,65,65
4427,19.16,0.003,18.552,0.005,0.608,0.0058,3985.527,3430.207,75,75
4428,18.142,0.006,17.587,0.013,0.555,0.0143,3968.807,3491.565,65,65
4429,17.55,0.005,16.996,0.006,0.554,0.0078,3966.096,3586.506,45,55
4430,18.967,0.005,18.358,0.003,0.609,0.0058,4004.208,3140.655,74,74
4431,18.023,0.009,17.44,0.002,0.583,0.0092,4001.638,3201.835,54,54
4432,18.641,0.003,18.065,0.005,0.576,0.0058,4006.123,3213.036,64,64
4433,18.502,0.004,17.935,0.003,0.567,0.005,3994.002,3292.052,64,64
4434,18.61,0.007,18.037,0.003,0.573,0.0076,4005.157,3420.915,65,65
4435,17.929,0.006,17.389,0.007,0.54,0.0092,3988.154,3444.916,55,55
4436,19.092,0.008,18.488,0.01,0.604,0.0128,4008.209,3461.708,75,75
4437,18.391,0.004,17.844,0.001,0.547,0.0041,3994.511,3783.608,66,66
4438,18.007,0.002,17.473,0.003,0.534,0.0036,4001.628,3792.124,56,56
4439,17.243,0.0081,16.66,0.0094,0.583,0.0124,4007.58,3873.2,46,46
4440,18.096,0.0028,17.565,0.005,0.531,0.0058,3988.791,3878.521,56,66
4441,18.8,0.013,18.218,0.002,0.582,0.0132,4009.919,3902.399,76,76
4442,19.265,0.006,18.633,0.007,0.632,0.0092,4032.978,3019.428,74,74
4443,18.103,0.007,17.55,0.004,0.553,0.0081,4030.863,3227.636,55,65
4444,19.225,0.006,18.602,0.002,0.623,0.0063,4026.132,3294.053,75,75
4445,18.691,0.006,18.117,0.006,0.574,0.0085,4033.192,3372.364,65,75
4446,16.646,0.0062,15.944,0.0068,0.702,0.0092,4014.307,3404.201,35,35
4447,19.223,0.007,18.606,0.002,0.617,0.0073,4031.528,3527.397,75,75
4448,19.036,0.008,18.425,0.005,0.611,0.0094,4032.104,3671.596,75,75
4449,18.268,0.009,17.73,0.002,0.538,0.0092,4021.761,3983.946,66,66
4450,18.929,0.004,18.337,0.003,0.592,0.005,4044.396,3595.697,75,75
4451,18.487,0.009,17.915,0.006,0.572,0.0108,4047.099,3632.877,65,65
4452,18.764,0.013,18.184,0.005,0.58,0.0139,4042.431,3704.573,76,76
4453,19.261,0.008,18.636,0.008,0.625,0.0113,4060.011,3804.986,76,76
4454,18.224,0.006,17.683,0.004,0.541,0.0072,4041.062,3897.261,66,66
4455,17.663,0.007,17.116,0.003,0.547,0.0076,4086.047,3067.888,55,55
4456,17.331,0.001,16.751,0.004,0.58,0.0041,4070.88,3114.817,45,45
4457,18.412,0.01,17.85,0.002,0.562,0.0102,4083.179,3188.275,65,65
4458,19.07,0.016,18.463,0.014,0.607,0.0213,4071.376,3306.449,75,75
4459,18.326,0.014,17.773,0.006,0.553,0.0152,4085.262,3302.354,65,65
4460,18.676,0.005,18.095,0.005,0.581,0.0071,4078.008,3407.595,65,65
4461,18.989,0.01,18.384,0.009,0.605,0.0135,4081.74,3474.3,75,75
4462,18.558,0.007,17.992,0.005,0.566,0.0086,4077.889,3703.055,66,66
4463,18.234,0.001,17.682,0.004,0.552,0.0041,4084.174,3722.633,66,66
4464,19.085,0.007,18.47,0.004,0.615,0.0081,4102.214,3254.543,75,75
4465,17.195,0.004,16.586,0.002,0.609,0.0045,4108.003,3284.277,45,45
4466,18.887,0.004,18.291,0.005,0.596,0.0064,4091.078,3306.603,75,75
4467,18.258,0.006,17.748,0.005,0.51,0.0078,4098.501,3337.547,65,65
4468,18.858,0.002,18.267,0.007,0.591,0.0073,4104.845,3342.581,75,75
4469,17.299,0.002,16.714,0.005,0.585,0.0054,4104.524,3746.09,46,46
4470,19.234,0.004,18.632,0.009,0.602,0.0098,4110.208,3892.815,76,76
4471,18.351,0.008,17.803,0.005,0.548,0.0094,4092.05,3939.322,66,66
4472,18.263,0.004,17.709,0.006,0.554,0.0072,4128.966,3213.216,65,65
4473,17.654,0.006,17.107,0.004,0.547,0.0072,4130.856,3221.681,55,55
4474,19.211,0.01,18.594,0.005,0.617,0.0112,4136.485,3243.042,75,75
4475,19.179,0.007,18.559,0.007,0.62,0.0099,4123.978,3424.021,75,75
4476,17.179,0.004,16.56,0.001,0.619,0.0041,4119.389,3746.81,46,46
4477,19.107,0.007,18.509,0.007,0.598,0.0099,4133.625,3907.568,77,76
4478,19.045,0.004,18.44,0.007,0.605,0.0081,4153.13,3070.064,75,75
4479,18.737,0.008,18.164,0.005,0.573,0.0094,4144.995,3386.032,75,75
4480,18.397,0.006,17.839,0.003,0.558,0.0067,4159.247,3472.466,66,66
4481,17.429,0.006,16.866,0.001,0.563,0.0061,4140.068,3552.823,46,46
4482,18.556,0.01,17.935,0.002,0.621,0.0102,4143.05,3587.399,66,66
4483,19.208,0.005,18.593,0.007,0.615,0.0086,4141.848,3741.482,76,76
4484,18.147,0.005,17.595,0.002,0.552,0.0054,4161.426,3799.906,66,66
4485,17.623,0.004,17.083,0.004,0.54,0.0057,4153.124,3895.6,57,57
4486,19.154,0.013,18.536,0.007,0.618,0.0148,4180.494,3009.661,75,75
4487,18.581,0.002,18.014,0.009,0.567,0.0092,4175.241,3288.973,65,65
4488,17.017,0.006,16.362,0.003,0.655,0.0067,4179.185,3327.408,45,45
4489,19.038,0.009,18.434,0.009,0.604,0.0127,4165.66,3362.16,75,75
4490,19.206,0.007,18.581,0.007,0.625,0.0099,4180.809,3474.583,76,76
4491,17.505,0.003,17.011,0.003,0.494,0.0042,4180.489,3548.507,46,56
4492,18.287,0.007,17.742,0.003,0.545,0.0076,4183.984,3882.634,67,67
4493,18.663,0.004,18.092,0.003,0.571,0.005,4183.916,3885.668,67,67
4494,17.85,0.01,17.322,0.004,0.528,0.0108,4187.708,3884.941,57,57
4495,16.144,0.0049,15.424,0.0053,0.72,0.0072,4177.624,3986.343,27,17
4496,18.106,0.002,17.566,0.005,0.54,0.0054,4173.655,3976.527,57,67
4497,18.194,0.006,17.638,0.003,0.556,0.0067,4200.651,3055.169,65,65
4498,18.963,0.005,18.362,0.003,0.601,0.0058,4208.629,3058.75,75,75
4499,19.1,0.008,18.48,0.002,0.62,0.0082,4206.45,3215.616,75,75
4500,18.689,0.005,18.11,0.012,0.579,0.013,4194.096,3276.489,65,75
4501,18.118,0.007,17.571,0.006,0.547,0.0092,4201.834,3461.761,56,66
4502,19.028,0.005,18.425,0.011,0.603,0.0121,4202.231,3561.005,76,76
4503,18.075,0.006,17.533,0.002,0.542,0.0063,4194.043,3595.542,56,66
4504,18.854,0.008,18.257,0.007,0.597,0.0106,4199.815,3628.514,76,76
4505,18.156,0.006,17.614,0.003,0.542,0.0067,4191.607,3664.031,66,66
4506,18.634,0.008,18.068,0.007,0.566,0.0106,4196.044,3876.568,67,67
4507,19.122,0.009,18.522,0.004,0.6,0.0098,4190.769,3929.584,77,77
4508,18.28,0.007,17.71,0.004,0.57,0.0081,4224.589,3131.579,65,65
4509,18.74,0.006,18.176,0.009,0.564,0.0108,4237.043,3139.807,76,76
4510,18.699,0.004,18.115,0.005,0.584,0.0064,4221.562,3306.784,66,76
4511,17.258,0.005,16.661,0.002,0.597,0.0054,4218.054,3336.138,46,46
4512,18.163,0.008,17.611,0.002,0.552,0.0082,4222.963,3420.474,66,66
4513,18.614,0.022,18.046,0.002,0.568,0.0221,4232.032,3510.757,66,66
4514,19.08,0.004,18.474,0.009,0.606,0.0098,4226.76,3686.396,76,76
4515,19.154,0.002,18.549,0.006,0.605,0.0063,4221.643,3778.51,76,76
4516,17.936,0.002,17.397,0.004,0.539,0.0045,4229.811,3780.536,57,57
4517,17.622,0.002,17.058,0.002,0.564,0.0028,4241.219,3361.751,56,56
4518,18.86,0.001,18.269,0.01,0.591,0.01,4260.596,3529.532,76,76
4519,18.046,0.004,17.496,0.003,0.55,0.005,4249.733,3643.931,56,56
4520,19.054,0.007,18.451,0.006,0.603,0.0092,4245.359,3810.387,77,77
4521,18.984,0.009,18.383,0.002,0.601,0.0092,4282.767,3108.833,76,76
4522,18.382,0.004,17.823,0.003,0.559,0.005,4281.729,3242.724,66,66
4523,18.716,0.008,18.07,0.006,0.646,0.01,4271.622,3287.094,76,66
4524,18.449,0.004,17.889,0.006,0.56,0.0072,4267.318,3307.928,66,66
4525,18.285,0.004,17.735,0.003,0.55,0.005,4283.796,3309.741,66,66
4526,17.855,0.007,17.314,0.005,0.541,0.0086,4267.59,3595.661,56,56
4527,19.253,0.012,18.626,0.011,0.627,0.0163,4280.31,3620.439,76,76
4528,18.518,0.005,17.965,0.003,0.553,0.0058,4264.83,3922.347,67,67
4529,19.07,0.007,18.464,0.004,0.606,0.0081,4293.787,3085.143,76,76
4530,18.62,0.006,18.054,0.004,0.566,0.0072,4308.034,3192.308,66,66
4531,18.917,0.004,18.316,0.003,0.601,0.005,4294.406,3240.081,76,76
4532,17.305,0.006,16.721,0.003,0.584,0.0067,4306.873,3485.531,46,46
4533,17.65,0.003,17.102,0.002,0.548,0.0036,4309.924,3509.879,56,56
4534,18.776,0.003,18.207,0.006,0.569,0.0067,4310.658,3790.664,77,77
4535,17.664,0.002,17.131,0.003,0.533,0.0036,4296.322,3887.437,57,57
4536,19.024,0.007,18.439,0.003,0.585,0.0076,4301.838,3932.49,77,77
4537,18.54,0.005,17.915,0.003,0.625,0.0058,4333.72,3273.469,66,66
4538,18.181,0.006,17.637,0.004,0.544,0.0072,4336.983,3372.85,66,66
4539,18.023,0.004,17.484,0.007,0.539,0.0081,4323.181,3432.136,56,56
4540,18.605,0.011,18.069,0.004,0.536,0.0117,4314.902,3542.411,66,66
4541,18.393,0.007,17.831,0.008,0.562,0.0106,4331.181,3567.602,67,66
4542,19.03,0.005,18.418,0.007,0.612,0.0086,4326.557,3699.402,77,77
4543,19.001,0.003,18.413,0.003,0.588,0.0042,4323.421,3818.16,77,77
4544,18.66,0.004,18.097,0.006,0.563,0.0072,4336.118,3900.242,67,67
4545,17.272,0.006,16.683,0.004,0.589,0.0072,4353.529,3004.325,46,46
4546,18.222,0.003,17.68,0.003,0.542,0.0042,4360.345,3359.102,66,66
4547,18.896,0.004,18.274,0.004,0.622,0.0057,4348.784,3444.575,76,76
4548,17.809,0.005,17.273,0.005,0.536,0.0071,4348.12,3763.559,57,57
4549,18.696,0.008,18.131,0.003,0.565,0.0085,4384.957,3181.791,66,76
4550,17.562,0.005,17.016,0.004,0.546,0.0064,4383.708,3405.656,56,56
4551,19.048,0.012,18.47,0.005,0.578,0.013,4368.975,3420.427,76,76
4552,18.307,0.002,17.751,0.003,0.556,0.0036,4385.728,3609.245,67,67
4553,18.356,0.009,17.796,0.005,0.56,0.0103,4373.921,3627.268,67,67
4554,17.932,0.009,17.397,0.004,0.535,0.0098,4365.494,3647.46,57,57
4555,18.713,0.002,18.143,0.008,0.57,0.0082,4379.587,3848.29,77,77
4556,19.102,0.007,18.498,0.01,0.604,0.0122,4396.44,3205.767,76,76
4557,19.03,0.008,18.427,0.009,0.603,0.012,4410.521,3202.577,76,76
4558,17.688,0.005,17.148,0.002,0.54,0.0054,4392.838,3221.188,56,56
4559,18.956,0.004,18.366,0.005,0.59,0.0064,4392.936,3280.119,76,76
4560,18.328,0.005,17.778,0.003,0.55,0.0058,4406.844,3351.3,67,67
4561,18.457,0.006,17.895,0.003,0.562,0.0067,4405.86,3388.498,67,67
4562,19.086,0.009,18.486,0.007,0.6,0.0114,4390.426,3893.534,78,77
4563,17.418,0.004,16.865,0.004,0.553,0.0057,4412.427,3893.863,48,48
4564,19.128,0.009,18.521,0.008,0.607,0.012,4406.965,3928.23,78,78
4565,16.96,0.008,16.289,0.002,0.671,0.0082,4436.303,3057.153,36,36
4566,16.315,0.0053,15.589,0.0057,0.726,0.0078,4423.57,3048.818,26,26
4567,19.243,0.017,18.675,0.016,0.568,0.0233,4413.413,3174.496,76,76
4568,18.638,0.003,18.016,0.01,0.622,0.0104,4422.703,3209.051,66,66
4569,17.755,0.001,17.218,0.006,0.537,0.0061,4431.909,3228.721,57,57
4570,19.013,0.01,18.415,0.005,0.598,0.0112,4427.234,3349.395,77,77
4571,19.058,0.009,18.452,0.013,0.606,0.0158,4425.699,3387.0,77,77
4572,18.367,0.01,17.82,0.002,0.547,0.0102,4437.368,3560.926,67,67
4573,18.432,0.008,17.874,0.004,0.558,0.0089,4418.799,3608.411,67,67
4574,17.741,0.001,17.208,0.005,0.533,0.0051,4415.472,3758.723,57,57
4575,18.184,0.003,17.621,0.006,0.563,0.0067,4449.908,3083.924,67,67
4576,18.84,0.004,18.256,0.008,0.584,0.0089,4448.738,3696.616,77,77
4577,18.916,0.006,18.336,0.007,0.58,0.0092,4443.333,3716.325,77,77
4578,17.76,0.004,17.228,0.005,0.532,0.0064,4445.405,3741.171,57,57
4579,18.51,0.009,17.957,0.009,0.553,0.0127,4441.133,3837.454,68,68
4580,18.861,0.006,18.275,0.009,0.586,0.0108,4451.086,3848.837,78,78
4581,18.877,0.007,18.295,0.003,0.582,0.0076,4457.954,3854.886,78,78
4582,17.113,0.005,16.482,0.001,0.631,0.0051,4484.316,3062.244,47,47
4583,18.875,0.001,18.281,0.001,0.594,0.0014,4463.151,3118.924,77,77
4584,18.695,0.004,18.121,0.005,0.574,0.0064,4478.305,3155.023,67,77
4585,18.746,0.006,18.159,0.019,0.587,0.0199,4465.793,3255.53,77,77
4586,18.542,0.001,17.985,0.006,0.557,0.0061,4467.751,3879.27,68,68
4587,17.241,0.004,16.656,0.003,0.585,0.005,4484.646,3877.388,48,48
4588,18.985,0.005,18.394,0.012,0.591,0.013,4503.837,3248.77,77,77
4589,19.017,0.009,18.424,0.003,0.593,0.0095,4492.412,3288.269,77,77
4590,19.203,0.007,18.601,0.006,0.602,0.0092,4498.506,3854.731,78,78
4591,18.653,0.005,18.077,0.003,0.576,0.0058,4517.535,3175.342,67,67
4592,17.034,0.001,16.389,0.004,0.645,0.0041,4515.271,3283.406,47,47
4593,18.889,0.004,18.305,0.006,0.584,0.0072,4522.28,3443.241,77,77
4594,19.03,0.006,18.426,0.004,0.604,0.0072,4525.064,3717.896,78,78
4595,18.706,0.004,18.127,0.002,0.579,0.0045,4515.064,3823.633,78,78
4596,17.301,0.009,16.728,0.004,0.573,0.0098,4516.729,3835.449,48,48
4597,18.234,0.003,17.684,0.006,0.55,0.0067,4531.659,3897.451,68,68
4598,17.508,0.005,16.957,0.006,0.551,0.0078,4543.112,3092.564,47,57
4599,16.514,0.0058,15.819,0.0064,0.695,0.0086,4557.855,3141.822,27,27
4600,18.241,0.006,17.695,0.005,0.546,0.0078,4561.744,3182.883,67,67
4601,17.239,0.003,16.645,0.003,0.594,0.0042,4546.437,3210.227,47,47
4602,18.218,0.004,17.672,0.003,0.546,0.005,4544.471,3231.342,67,67
4603,19.019,0.008,18.424,0.003,0.595,0.0085,4541.587,3561.286,77,77
4604,18.052,0.005,17.523,0.009,0.529,0.0103,4562.066,3626.853,58,68
4605,17.141,0.002,16.524,0.002,0.617,0.0028,4544.54,3760.186,48,48
4606,18.091,0.004,17.552,0.005,0.539,0.0064,4557.149,3809.237,58,68
4607,18.986,0.009,18.398,0.006,0.588,0.0108,4550.336,3943.385,78,78
4608,18.648,0.006,18.082,0.007,0.566,0.0092,4576.697,3025.259,67,67
4609,17.762,0.004,17.222,0.005,0.54,0.0064,4579.745,3016.566,57,57
4610,18.477,0.008,17.921,0.006,0.556,0.01,4587.237,3055.044,67,67
4611,18.297,0.002,17.742,0.006,0.555,0.0063,4586.021,3085.547,67,67
4612,18.973,0.009,18.377,0.008,0.596,0.012,4577.993,3153.471,77,77
4613,16.644,0.0061,15.919,0.0066,0.725,0.009,4572.979,3344.308,37,37
4614,19.033,0.01,18.438,0.006,0.595,0.0117,4575.724,3379.566,77,77
4615,17.595,0.003,17.079,0.002,0.516,0.0036,4587.835,3409.766,57,57
4616,17.912,0.007,17.372,0.002,0.54,0.0073,4565.994,3600.316,58,58
4617,18.122,0.007,17.59,0.004,0.532,0.0081,4581.441,3695.553,58,68
4618,18.738,0.002,18.157,0.007,0.581,0.0073,4587.707,3714.099,78,78
4619,19.01,0.001,18.415,0.006,0.595,0.0061,4569.234,3767.466,78,78
4620,18.379,0.01,17.834,0.007,0.545,0.0122,4568.467,3861.44,68,68
4621,18.93,0.004,18.344,0.003,0.586,0.005,4582.625,3971.699,79,79
4622,18.153,0.008,17.603,0.003,0.55,0.0085,4601.618,3074.612,67,67
4623,18.895,0.007,18.305,0.003,0.59,0.0076,4603.758,3213.352,77,77
4624,18.863,0.006,18.291,0.006,0.572,0.0085,4599.043,3512.621,78,78
4625,18.216,0.003,17.668,0.003,0.548,0.0042,4607.487,3542.067,68,68
4626,19.227,0.005,18.613,0.006,0.614,0.0078,4608.566,3672.829,78,78
4627,18.913,0.009,18.337,0.006,0.576,0.0108,4600.829,3756.839,78,78
4628,18.566,0.003,17.97,0.009,0.596,0.0095,4597.1,3791.204,68,68
4629,17.693,0.006,17.157,0.007,0.536,0.0092,4593.084,3862.828,58,58
4630,18.037,0.006,17.506,0.008,0.531,0.01,4602.74,3900.909,58,58
4631,18.429,0.007,17.882,0.006,0.547,0.0092,4626.134,3006.583,67,67
4632,19.241,0.009,18.615,0.012,0.626,0.015,4627.594,3120.764,77,77
4633,19.007,0.011,18.388,0.01,0.619,0.0149,4628.776,3316.562,78,78
4634,16.65,0.0061,15.972,0.0068,0.678,0.0091,4619.255,3603.4,38,38
4635,18.123,0.004,17.582,0.003,0.541,0.005,4623.75,3880.138,58,68
4636,17.722,0.003,17.188,0.002,0.534,0.0036,4622.66,3914.383,59,59
4637,19.16,0.01,18.545,0.008,0.615,0.0128,4652.278,3184.631,78,78
4638,17.522,0.009,16.976,0.004,0.546,0.0098,4655.835,3233.137,48,58
4639,18.126,0.008,17.586,0.005,0.54,0.0094,4648.766,3288.147,58,68
4640,18.728,0.004,18.16,0.007,0.568,0.0081,4650.604,3626.785,78,78
4641,16.932,0.007,16.257,0.008,0.675,0.0106,4648.635,3731.67,38,38
4642,19.005,0.003,18.404,0.008,0.601,0.0085,4658.608,3842.015,79,79
4643,18.156,0.003,17.619,0.005,0.537,0.0058,4651.747,3949.688,69,69
4644,18.044,0.009,17.507,0.006,0.537,0.0108,4663.718,3185.252,58,58
4645,18.794,0.004,18.225,0.009,0.569,0.0098,4682.743,3544.879,78,78
4646,18.911,0.006,18.324,0.008,0.587,0.01,4671.053,3876.665,79,79
4647,18.834,0.003,18.252,0.006,0.582,0.0067,4671.772,3958.474,79,79
4648,17.452,0.003,16.902,0.002,0.55,0.0036,4712.841,2993.677,48,48
4649,19.01,0.017,18.426,0.003,0.584,0.0173,4694.376,3120.629,78,78
4650,18.628,0.009,18.064,0.018,0.564,0.0201,4708.561,3120.893,68,68
4651,18.15,0.007,17.609,0.007,0.541,0.0099,4703.837,3222.819,68,68
4652,18.588,0.008,18.012,0.007,0.576,0.0106,4710.455,3295.743,68,68
4653,19.204,0.006,18.586,0.006,0.618,0.0085,4710.062,3330.329,78,78
