,v,v_err,i,i_err,vi,vi_err,x,y
8646,19.263,0.007,18.649,0.007,0.6108022682610253,0.0099,3115.97,3508.572
8651,18.945,0.006,18.335,0.011,0.6128878824711199,0.0125,3135.027,3717.074
8652,18.218,0.002,17.674,0.008,0.5473539514990815,0.0082,3124.879,3759.805
8653,18.191,0.003,17.623,0.004,0.5721612144292821,0.005,3120.117,3796.139
8654,19.034,0.004,18.433,0.006,0.6062155013661381,0.0072,3125.252,3789.438
8656,18.581,0.008,18.019,0.006,0.5679903820632356,0.01,3126.87,3894.803
8657,17.526,0.003,16.978,0.009,0.5547570790134868,0.0095,3134.551,3922.839
8659,18.253,0.007,17.689,0.003,0.565924528627239,0.0076,3141.75,3031.173
8662,19.176,0.007,18.563,0.008,0.6146107843541893,0.0106,3145.675,3078.079
8663,17.964,0.002,17.428,0.012,0.5380572734917882,0.0122,3159.418,3076.697
8667,17.793,0.004,17.258,0.006,0.5346095312994454,0.0072,3152.661,3237.943
8669,19.041,0.006,18.436,0.007,0.6046095312994453,0.0092,3143.199,3307.575
8671,17.426,0.004,16.866,0.004,0.5591170855831369,0.0057,3156.146,3313.57
8674,17.295,0.009,16.704,0.005,0.5878022682610253,0.0103,3140.735,3454.208
